entailment	wmf	lmf	lpf	b2f	b3f	b4f	tdf
YES	0.285145219336	0.888888888889	0.0	0.2	0.0	0.0	0.975871970913
YES	0.660703269587	0.777777777778	0.0	0.2	0.0	0.0	0.729819239653
NO	0.788011110703	0.833333333333	0.0	0.5	0.285714285714	0.166666666667	0.632373091733
YES	0.672380027573	0.807692307692	0.0	0.545454545455	0.380952380952	0.25	0.330155163232
NO	0.0441675001332	0.8	0.0	0.333333333333	0.2	0.0	0.46308737305
NO	0.569138551845	1.0	0.0	0.428571428571	0.333333333333	0.2	1.0
YES	0.246688568499	1.0	0.0	0.5	0.4	0.25	1.0
NO	0.236452130536	0.518518518519	0.0	0.105263157895	0.0	0.0	0.0929158549977
NO	0.0185122641605	0.666666666667	0.0	0.125	0.0	0.0	0.276409937013
YES	0.195343362189	0.916666666667	0.0	0.5	0.285714285714	0.0	0.748954256798
YES	0.909688200106	0.8	0.0	0.333333333333	0.2	0.0	0.205060958542
NO	0.117574284344	0.571428571429	0.0	0.0714285714286	0.0	0.0	0.168002257569
YES	0.284216300586	0.833333333333	0.0	0.461538461538	0.333333333333	0.272727272727	0.516849872436
YES	0.503984592086	0.909090909091	0.0	0.571428571429	0.333333333333	0.2	0.849844787431
NO	0.104249655513	0.777777777778	0.0	0.2	0.0	0.0	0.266224056591
NO	0.167493859575	0.75	0.0	0.0	0.0	0.0	0.523281357429
NO	0.0519113893892	0.6	0.0	0.0	0.0	0.0	0.289673769798
YES	0.824362341768	0.666666666667	0.0	0.642857142857	0.461538461538	0.25	0.343167752278
YES	0.41478476105	0.714285714286	0.0	0.136363636364	0.0	0.0	0.501407928642
NO	0.454731341588	0.75	0.0	0.375	0.285714285714	0.166666666667	0.691524220987
NO	0.487620651197	0.714285714286	0.0	0.125	0.0	0.0	0.55721024892
NO	0.0667817882928	0.727272727273	0.0	0.285714285714	0.166666666667	0.0	0.558710010282
NO	0.404401471983	0.682926829268	0.0	0.382352941176	0.30303030303	0.21875	0.291502123994
YES	0.389387755102	0.692307692308	0.0	0.222222222222	0.0	0.0	0.528724714937
YES	0.00102192690157	0.785714285714	0.0	0.142857142857	0.0	0.0	0.547745473922
NO	0.0152567554421	0.52380952381	0.0	0.09375	0.0	0.0	0.0262697396597
YES	0.689155346934	0.923076923077	0.0	0.555555555556	0.375	0.142857142857	0.705054196586
NO	0.565333064241	0.545454545455	0.0	0.222222222222	0.117647058824	0.0	0.407808355306
NO	0.46993117907	0.666666666667	0.0	0.25	0.0	0.0	0.84907891819
YES	0.509607600981	0.785714285714	0.0	0.4	0.222222222222	0.125	0.916985788611
NO	0.498409675826	0.9	0.0	0.333333333333	0.0	0.0	0.396932685183
YES	0.0345033461111	0.636363636364	0.0	0.142857142857	0.0	0.0	0.222367247416
YES	0.663170882171	0.888888888889	0.0	0.2	0.0	0.0	0.839955466509
NO	0.123027546301	0.833333333333	0.0	0.357142857143	0.153846153846	0.0833333333333	0.295881022042
NO	0.0	0.416666666667	0.0	0.0	0.0	0.0	0.00999843017181
NO	0.012950156184	0.5	0.0	0.0	0.0	0.0	0.681097100158
NO	0.584647109692	0.846153846154	0.0	0.444444444444	0.375	0.285714285714	0.447474434902
YES	0.51327274029	0.933333333333	0.0	0.6	0.444444444444	0.25	0.494703828366
YES	0.32680164939	0.416666666667	0.0	0.0	0.0	0.0	0.459551785954
NO	0.355711965349	0.9	0.0	0.166666666667	0.0	0.0	0.836218742444
YES	0.112059421665	0.818181818182	0.0	0.428571428571	0.333333333333	0.2	0.261973009991
YES	0.713128981493	0.8	0.0	0.333333333333	0.2	0.0	0.709284578735
NO	0.042800931441	0.7	0.0	0.0	0.0	0.0	0.456428261668
YES	0.0895701616053	0.75	0.0	0.0	0.0	0.0	0.407920254396
YES	0.184494124547	0.727272727273	0.0	0.285714285714	0.0	0.0	0.610580294443
YES	0.691008655879	0.7	0.0	0.5	0.2	0.0	0.188955781108
NO	0.514318502746	0.8	0.0	0.333333333333	0.0	0.0	0.718942978479
YES	0.384541176235	0.7	0.0	0.5	0.2	0.0	0.299809939335
YES	0.345713318167	0.65	0.0	0.0714285714286	0.0	0.0	0.349057538069
YES	0.283089830754	0.777777777778	0.0	0.2	0.0	0.0	0.718624601971
NO	0.111604664076	0.857142857143	0.0	0.0	0.0	0.0	0.350814095669
YES	0.817501031196	0.714285714286	0.0	0.5	0.333333333333	0.125	0.888822217488
NO	0.947182822768	0.818181818182	0.0	0.428571428571	0.333333333333	0.2	0.930263461038
NO	0.311559058034	0.545454545455	0.0	0.142857142857	0.0	0.0	0.363987382225
NO	0.10959369371	0.604651162791	0.0	0.212121212121	0.125	0.0645161290323	0.361637513286
NO	0.132335975409	0.666666666667	0.0	0.142857142857	0.0769230769231	0.0	0.205441756682
YES	0.999713160865	0.916666666667	0.0	0.571428571429	0.166666666667	0.0	0.610025837162
YES	0.522707560575	0.888888888889	0.0	0.2	0.0	0.0	0.997692176632
NO	0.0129549660703	0.333333333333	0.0	0.0	0.0	0.0	0.00301066533268
YES	0.517210707325	0.684210526316	0.0	0.333333333333	0.272727272727	0.2	0.398615382165
YES	0.521195215791	0.9	0.0	0.0	0.0	0.0	0.694602125411
NO	0.341337498894	0.8	0.0	0.166666666667	0.0	0.0	0.211885750004
NO	0.0629391393682	0.5	0.0	0.0952380952381	0.05	0.0	0.131101638843
NO	0.573331560449	0.9	0.0	0.333333333333	0.2	0.0	0.989204579101
YES	0.46268877007	0.882352941176	0.0	0.461538461538	0.166666666667	0.0	0.576159379793
NO	0.388414434424	0.666666666667	0.0	0.333333333333	0.125	0.0	0.369765496331
NO	0.762725864257	0.846153846154	0.0	0.555555555556	0.375	0.142857142857	0.962508213399
NO	0.78877139987	1.0	0.0	0.846153846154	0.833333333333	0.818181818182	0.798703460083
YES	0.523374133609	0.888888888889	0.0	0.2	0.0	0.0	0.944460487697
NO	0.570483717348	0.727272727273	0.0	0.142857142857	0.0	0.0	0.270283502004
YES	0.0650357975862	0.916666666667	0.0	0.25	0.0	0.0	0.482492762409
YES	0.619650313071	0.866666666667	0.0	0.25	0.0	0.0	0.898552356856
YES	0.573563491592	0.5	0.0	0.166666666667	0.0	0.0	0.284476270173
YES	0.114031318665	0.8	0.0	0.0	0.0	0.0	0.577960348671
NO	0.33072850668	0.363636363636	0.0	0.12	0.0416666666667	0.0	0.116494407742
NO	0.335551072017	0.777777777778	0.0	0.357142857143	0.230769230769	0.166666666667	0.423657434138
YES	0.263724766176	0.909090909091	0.0	0.142857142857	0.0	0.0	0.674444394963
NO	0.999723149483	1.0	0.0	0.333333333333	0.2	0.0	0.761956643851
YES	0.18658890579	0.833333333333	0.0	0.25	0.142857142857	0.0	0.595433588281
YES	0.00673535127652	1.0	0.0	0.0	0.0	0.0	0.504759161314
NO	0.00609262163699	0.666666666667	0.0	0.0	0.0	0.0	0.749357924141
NO	0.500552786237	0.7	0.0	0.166666666667	0.0	0.0	0.143931182777
NO	0.224505030723	0.416666666667	0.0	0.172413793103	0.0714285714286	0.037037037037	0.182322905958
NO	0.189292416076	0.526315789474	0.0	0.0357142857143	0.0	0.0	0.178278795087
YES	0.167493859575	0.5	0.0	0.0	0.0	0.0	0.169918482209
NO	0.124785920731	0.833333333333	0.0	0.625	0.571428571429	0.5	0.779696314805
YES	0.394155844863	0.636363636364	0.0	0.0	0.0	0.0	0.791566839253
NO	0.0	0.25	0.0	0.0	0.0	0.0	0.162428010422
NO	0.788571696226	0.846153846154	0.0	0.555555555556	0.25	0.142857142857	0.414450772755
NO	0.193449816237	0.428571428571	0.0	0.0645161290323	0.0333333333333	0.0	0.143631260514
NO	0.0755523403754	0.466666666667	0.0	0.0909090909091	0.0	0.0	0.397152014426
YES	0.381749508208	0.727272727273	0.0	0.285714285714	0.166666666667	0.0	0.398988666154
NO	0.114031318665	0.8	0.0	0.166666666667	0.0	0.0	0.221931224448
YES	0.891113894033	0.857142857143	0.0	0.642857142857	0.461538461538	0.333333333333	0.555444462455
YES	0.158789166893	0.761904761905	0.0	0.142857142857	0.0769230769231	0.0	0.353004878519
YES	0.841572617895	0.875	0.0	0.730769230769	0.64	0.541666666667	0.635013179083
YES	0.333410765416	0.777777777778	0.0	0.4	0.25	0.0	0.332488986931
YES	0.191369558641	0.75	0.0	0.125	0.0	0.0	0.349514481432
NO	0.202309969099	0.647058823529	0.0	0.190476190476	0.05	0.0	0.0509533785646
NO	0.182621336628	0.727272727273	0.0	0.142857142857	0.0	0.0	0.507241092458
YES	0.124165838109	0.818181818182	0.0	0.142857142857	0.0	0.0	0.745495756421
YES	0.0	0.75	0.0	0.0	0.0	0.0	0.559882015205
NO	0.108166677453	0.6	0.0	0.363636363636	0.3	0.222222222222	0.306174983761
NO	0.000551852952413	0.625	0.0	0.0	0.0	0.0	0.321532672394
YES	0.348679602506	0.8	0.0	0.166666666667	0.0	0.0	0.888660954549
NO	0.621007604804	0.75	0.0	0.125	0.0	0.0	0.383157892519
YES	0.50803223654	0.928571428571	0.0	0.6	0.333333333333	0.125	0.513787032205
NO	0.300646737616	0.818181818182	0.0	0.142857142857	0.0	0.0	0.605655878494
YES	0.652917959904	0.666666666667	0.0	0.125	0.0	0.0	0.915078992516
NO	0.984063232925	0.888888888889	0.0	0.714285714286	0.615384615385	0.583333333333	0.876853126387
YES	0.334611805923	0.888888888889	0.0	0.4	0.25	0.0	0.558728775949
YES	0.708214381144	1.0	0.0	0.875	0.857142857143	0.833333333333	1.0
YES	0.298804780876	0.6	0.0	0.333333333333	0.2	0.0	0.129781270478
YES	0.0488523757093	0.625	0.0	0.0	0.0	0.0	0.169918482209
YES	0.381789398581	0.909090909091	0.0	0.142857142857	0.0	0.0	0.607377662589
NO	0.665545846538	0.888888888889	0.0	0.2	0.0	0.0	0.724022726188
NO	0.222145088511	0.6	0.0	0.166666666667	0.0	0.0	0.30012892918
NO	0.4	0.857142857143	0.0	0.0	0.0	0.0	0.827677771724
YES	0.151100742797	0.923076923077	0.0	0.333333333333	0.125	0.0	0.927216472364
NO	0.592869754272	0.846153846154	0.0	0.333333333333	0.25	0.142857142857	0.632675677195
NO	0.392618645756	0.857142857143	0.0	0.5	0.444444444444	0.375	0.603062668501
NO	0.797025537104	0.666666666667	0.0	0.2	0.0	0.0	0.495747627234
NO	0.00123372369498	0.7	0.0	0.0	0.0	0.0	0.174101904261
NO	1.0	1.0	0.0	0.833333333333	0.6	0.25	0.737471252344
NO	0.486994162707	0.8	0.0	0.166666666667	0.0	0.0	0.539916220306
YES	0.57711833294	0.846153846154	0.0	0.444444444444	0.25	0.142857142857	0.532743546608
NO	0.00125788687695	0.7	0.0	0.0	0.0	0.0	0.324325703194
NO	0.695582803497	0.533333333333	0.0	0.391304347826	0.227272727273	0.142857142857	0.252982018355
YES	0.566453182419	0.833333333333	0.0	0.285714285714	0.230769230769	0.166666666667	0.346601873162
YES	0.0516511362101	0.4	0.0	0.0	0.0	0.0	0.0362968699576
NO	0.173637097085	0.5625	0.0	0.0833333333333	0.0	0.0	0.303708620594
NO	0.0559143498688	0.333333333333	0.0	0.0909090909091	0.0	0.0	0.142214863696
YES	0.413447004956	1.0	0.0	0.625	0.428571428571	0.333333333333	0.692646036404
YES	0.58863877195	0.714285714286	0.0	0.4	0.222222222222	0.125	0.695913270583
YES	0.506172839506	0.888888888889	0.0	0.4	0.0	0.0	0.333419473927
NO	0.0916978964618	0.529411764706	0.0	0.230769230769	0.0833333333333	0.0	0.0647090542266
NO	0.128768032962	0.475	0.0	0.0322580645161	0.0	0.0	0.0637777217897
NO	0.131176572864	0.619047619048	0.0	0.0	0.0	0.0	0.344073310557
YES	0.388624613909	0.615384615385	0.0	0.333333333333	0.125	0.0	0.140066935685
NO	0.0129549660703	0.555555555556	0.0	0.0	0.0	0.0	0.682928363891
NO	0.59987720943	0.916666666667	0.0	0.25	0.142857142857	0.0	0.386807454707
NO	0.388704318937	0.7	0.0	0.0	0.0	0.0	0.616585767587
NO	0.0983949093543	0.636363636364	0.0	0.0	0.0	0.0	0.259555500725
NO	0.671379449703	0.857142857143	0.0	0.4	0.222222222222	0.125	0.46320453115
NO	0.000371277413533	0.5	0.0	0.0	0.0	0.0	0.0992143565195
YES	0.137283500456	0.461538461538	0.0	0.111111111111	0.0	0.0	0.263219067927
YES	0.277710570317	0.8	0.0	0.285714285714	0.153846153846	0.0833333333333	0.86916445559
NO	0.131281068041	0.481481481481	0.0	0.166666666667	0.117647058824	0.0625	0.0359324218872
NO	0.676942078877	0.833333333333	0.0	0.25	0.142857142857	0.0	0.367438929256
NO	0.326215010065	0.818181818182	0.0	0.142857142857	0.0	0.0	0.722263394805
NO	0.115473344708	0.6	0.0	0.1	0.0	0.0	0.363396722886
NO	0.0519649967381	0.818181818182	0.0	0.0	0.0	0.0	0.086656244507
YES	0.000660368269087	0.363636363636	0.0	0.0	0.0	0.0	0.00106035759635
NO	0.470588235294	1.0	0.0	0.571428571429	0.333333333333	0.2	0.80031357504
NO	0.140640852678	0.615384615385	0.0	0.222222222222	0.125	0.0	0.214422969215
NO	0.111467044368	0.5625	0.0	0.0909090909091	0.0	0.0	0.203530090801
YES	0.592889537324	0.583333333333	0.0	0.375	0.142857142857	0.0	0.268246172171
NO	0.214904364289	0.818181818182	0.0	0.142857142857	0.0	0.0	0.45045066224
YES	0.0511397388218	0.3	0.0	0.0	0.0	0.0	0.00318861234121
NO	0.255128367836	0.636363636364	0.0	0.346153846154	0.28	0.25	0.343971624806
NO	0.544729834843	0.583333333333	0.0	0.25	0.142857142857	0.0	0.277510496017
YES	0.83686440678	1.0	0.0	0.692307692308	0.583333333333	0.545454545455	0.836504071776
NO	0.311837428022	0.727272727273	0.0	0.142857142857	0.0	0.0	0.625378125651
NO	0.0460986976012	0.409090909091	0.0	0.0555555555556	0.0	0.0	0.148307534024
YES	0.699667700254	0.9	0.0	0.5	0.2	0.0	0.602212899286
YES	0.102883582239	0.533333333333	0.0	0.0909090909091	0.0	0.0	0.166008490536
NO	0.799449880043	0.818181818182	0.0	0.285714285714	0.0	0.0	0.366499457445
NO	0.0376365599657	0.75	0.0	0.125	0.0	0.0	0.385747767097
YES	0.054839178463	0.75	0.0	0.2	0.111111111111	0.0	0.284475613844
YES	0.0986455412273	0.25	0.0	0.0	0.0	0.0	0.0521060559225
NO	0.699872904548	0.866666666667	0.0	0.636363636364	0.6	0.555555555556	0.826286136024
YES	0.371082717087	1.0	0.0	0.555555555556	0.25	0.142857142857	0.46944563181
NO	0.450464589285	0.555555555556	0.0	0.181818181818	0.0	0.0	0.391390399128
YES	0.461402056361	0.736842105263	0.0	0.266666666667	0.0714285714286	0.0	0.441737674013
YES	0.388047698976	0.722222222222	0.0	0.5	0.384615384615	0.333333333333	0.305978535675
YES	0.749616919504	0.9	0.0	0.333333333333	0.2	0.0	0.690400478209
YES	0.701778385773	0.555555555556	0.0	0.4	0.25	0.0	0.222139662968
NO	0.712809685715	0.888888888889	0.0	0.0	0.0	0.0	0.788695309134
YES	0.0319185895559	0.818181818182	0.0	0.0	0.0	0.0	0.457198605245
YES	0.279800793866	0.8	0.0	0.166666666667	0.0	0.0	0.490789294715
NO	0.235716959076	0.4375	0.0	0.115384615385	0.04	0.0	0.0723454301736
NO	0.21853923635	1.0	0.0	0.0	0.0	0.0	0.612425648509
YES	0.59975888505	0.909090909091	0.0	0.428571428571	0.166666666667	0.0	0.598241410837
NO	0.400067201248	0.846153846154	0.0	0.444444444444	0.25	0.142857142857	0.443500550352
YES	0.520192568265	0.833333333333	0.0	0.5	0.285714285714	0.166666666667	0.760965670153
YES	0.283410134917	0.777777777778	0.0	0.2	0.0	0.0	0.718624601971
NO	0.443883706452	0.535714285714	0.0	0.142857142857	0.05	0.0	0.115283534026
YES	0.0543913909229	0.333333333333	0.0	0.0	0.0	0.0	0.138407883401
YES	0.444831915918	0.8	0.0	0.166666666667	0.0	0.0	0.546283061149
YES	0.772263268217	0.869565217391	0.0	0.647058823529	0.4375	0.333333333333	0.585776349688
NO	0.611284356201	0.8	0.0	0.266666666667	0.142857142857	0.0769230769231	0.413379177148
YES	0.1794285757	0.625	0.0	0.0833333333333	0.0	0.0	0.308053177927
NO	0.0	0.4	0.0	0.0	0.0	0.0	0.0505712765604
NO	0.984370430544	0.714285714286	0.0	0.4	0.0	0.0	0.691553715573
NO	0.126114445044	1.0	0.0	0.2	0.0	0.0	0.825229713958
YES	0.666162789641	1.0	0.0	0.6	0.25	0.0	0.877477999641
YES	0.778075999174	0.923076923077	0.0	0.444444444444	0.25	0.142857142857	0.801225242213
NO	0.054839178463	0.75	0.0	0.1	0.0	0.0	0.283486136234
YES	0.173337766128	0.809523809524	0.0	0.214285714286	0.0	0.0	0.332678445979
NO	0.206608973505	0.666666666667	0.0	0.0	0.0	0.0	0.392905122137
NO	0.169073072368	0.5	0.0	0.307692307692	0.166666666667	0.0	0.0782710615993
YES	0.107707889235	0.6	0.0	0.0	0.0	0.0	0.456036287405
YES	0.317246348127	0.727272727273	0.0	0.142857142857	0.0	0.0	0.486342751787
YES	0.349245034231	0.785714285714	0.0	0.5	0.222222222222	0.125	0.234817132609
NO	0.179945183008	0.8	0.0	0.363636363636	0.3	0.222222222222	0.306174983761
YES	0.600557223436	1.0	0.0	0.2	0.0	0.0	0.521347573974
YES	0.355711965349	0.8	0.0	0.166666666667	0.0	0.0	0.724873491009
NO	0.512136405723	0.727272727273	0.0	0.285714285714	0.166666666667	0.0	0.332524160769
NO	0.666162789641	0.888888888889	0.0	0.2	0.0	0.0	0.239038323912
NO	0.470501483899	0.769230769231	0.0	0.333333333333	0.125	0.0	0.757949372216
NO	0.02144213585	0.472222222222	0.0	0.0769230769231	0.04	0.0	0.138755674312
NO	0.877789483998	0.705882352941	0.0	0.5	0.363636363636	0.3	0.879718998381
YES	0.998583767706	0.769230769231	0.0	0.666666666667	0.5	0.428571428571	0.859099946916
YES	0.626349184128	0.5	0.0	0.1875	0.0666666666667	0.0	0.0422784661966
NO	0.0757276203296	0.555555555556	0.0	0.178571428571	0.148148148148	0.115384615385	0.22947300654
NO	0.999393571862	1.0	0.0	0.6	0.25	0.0	0.849647669628
YES	0.0847380352539	0.533333333333	0.0	0.0	0.0	0.0	0.634512501751
NO	0.395079461454	0.789473684211	0.0	0.266666666667	0.0714285714286	0.0	0.401030499138
NO	0.590841151343	0.8	0.0	0.363636363636	0.3	0.222222222222	0.517247454408
NO	0.655385565498	0.642857142857	0.0	0.3	0.222222222222	0.125	0.613196312944
NO	0.0687028228216	0.421052631579	0.0	0.0	0.0	0.0	0.119172329115
YES	0.184678522572	0.777777777778	0.0	0.2	0.0	0.0	0.400016981418
YES	0.106443453392	0.75	0.0	0.0	0.0	0.0	0.143961671777
YES	0.275765791772	0.777777777778	0.0	0.285714285714	0.153846153846	0.0833333333333	0.572999572046
NO	0.2256072699	0.774193548387	0.0	0.238095238095	0.1	0.0	0.0825064828172
YES	1.0	1.0	0.0	0.666666666667	0.0	0.0	0.849205851075
